;tipo de incendio;año;mes;anho;Región de Arica;Región de Tarapacá;Región de Antofagasta;Región de Atacama;Región de Coquimbo;Región de Valparaíso;Región Metropolitana;Región del Libertador Bernardo O'higgins;Región del Maule;Región del Ñuble;Región del Bío Bío;Región de la Araucanía;Región de los Ríos;Región de los Lagos;Región de Aysén del General Carlos Ibáñez del Campo;Región de Magallanes y de la Antártica Chilena;Chile
1888;Inundación 10-17;2022;febrero;86;0;0;0;0;0;0;2;0;1;0;1;1;0;0;0;0;5
1889;Emergencia Marítima Portuaria 10-18;2022;febrero;86;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;6
1890;Incendio 10-30;2022;febrero;86;0;4;3;0;1;11;37;7;11;0;0;11;1;19;0;0;105
1891;Emergencia Metro de Santiago 10-19;2022;febrero;86;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
1892;Estructural 10-0;2022;marzo;87;5;33;54;9;37;123;368;98;93;45;160;108;62;153;17;23;1388
1893;Vehículos 10-1;2022;marzo;87;3;13;8;4;11;52;283;25;24;11;25;17;16;26;3;4;525
1894;Pastizales y/o Basura 10-2;2022;marzo;87;24;45;36;33;73;313;660;449;538;271;545;387;44;82;10;3;3513
1895;Rescate de Emergencia 10-3;2022;marzo;87;4;16;24;18;29;149;820;99;48;37;141;70;31;94;4;1;1585
1896;Rescate Vehicular 10-4;2022;marzo;87;38;37;84;54;87;343;767;248;165;88;271;157;92;132;27;20;2610
1897;Haz-Mat 10-5;2022;marzo;87;1;3;14;4;5;31;49;45;16;3;30;27;21;55;5;4;313
1898;Gas 10-6;2022;marzo;87;2;16;20;12;12;56;208;39;27;10;59;23;20;51;3;8;566
1899;Eléctrico 10-7;2022;marzo;87;2;3;14;7;8;32;122;30;10;7;12;7;4;16;2;3;279
1900;No Clasificado 10-8;2022;marzo;87;5;9;8;10;14;79;110;46;41;20;94;17;32;27;5;8;525
1901;Otros Servicios 10-9;2022;marzo;87;9;4;72;37;48;193;262;375;74;147;183;373;90;285;10;23;2185
1902;Escombros 10-10;2022;marzo;87;1;2;1;0;4;31;28;7;18;7;11;15;3;10;1;1;140
1903;Servicio Aéreo 10-11;2022;marzo;87;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2
1904;Apoyo a otros Cuerpos 10-12;2022;marzo;87;0;2;1;1;5;41;317;53;54;71;120;41;12;5;0;0;723
1905;Atentados Terroristas 10-13;2022;marzo;87;0;0;0;0;0;2;0;0;1;0;3;1;1;0;0;0;8
1906;Accidentes Aéreos 10-14;2022;marzo;87;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
1907;Simulacro 10-15;2022;marzo;87;0;0;1;0;3;3;1;1;2;1;3;5;2;4;0;0;26
1908;Túnel 10-16;2022;marzo;87;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1909;Falsa Alarma 6-16;2022;marzo;87;0;0;1;4;0;15;27;10;9;9;4;16;3;6;1;4;109
1910;Inundación 10-17;2022;marzo;87;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;5
1911;Emergencia Marítima Portuaria 10-18;2022;marzo;87;0;0;2;0;0;0;0;0;0;0;3;0;0;0;0;0;5
1912;Incendio 10-30;2022;marzo;87;1;1;1;0;0;1;36;1;10;0;0;5;3;20;0;0;79
1913;Emergencia Metro de Santiago 10-19;2022;marzo;87;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
1914;Estructural 10-0;2022;abril;88;5;25;38;13;38;141;322;117;100;64;177;165;90;171;23;24;1513
1915;Vehículos 10-1;2022;abril;88;6;13;15;8;26;45;243;17;24;18;27;23;7;9;3;3;487
1916;Pastizales y/o Basura 10-2;2022;abril;88;19;40;31;21;56;286;512;323;361;175;198;82;29;41;0;2;2176
1917;Rescate de Emergencia 10-3;2022;abril;88;5;14;16;4;32;115;801;90;32;32;118;67;31;81;5;4;1447
1918;Rescate Vehicular 10-4;2022;abril;88;41;28;63;48;60;321;707;265;172;103;298;189;87;166;27;11;2586
1919;Haz-Mat 10-5;2022;abril;88;1;0;5;7;5;48;32;43;21;4;38;30;19;46;1;3;303
1920;Gas 10-6;2022;abril;88;6;13;20;23;19;59;202;43;16;7;58;41;22;46;10;17;602
1921;Eléctrico 10-7;2022;abril;88;1;6;5;8;10;60;332;44;13;15;31;12;7;19;1;1;565
1922;No Clasificado 10-8;2022;abril;88;1;7;12;9;20;95;103;68;57;53;144;31;53;35;2;6;696
1923;Otros Servicios 10-9;2022;abril;88;6;10;81;36;41;237;266;457;90;139;178;494;178;445;9;23;2690
1924;Escombros 10-10;2022;abril;88;0;0;1;0;2;41;23;8;3;4;6;7;1;3;1;6;106
1925;Servicio Aéreo 10-11;2022;abril;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1926;Apoyo a otros Cuerpos 10-12;2022;abril;88;0;1;0;2;11;39;263;51;22;33;25;45;4;4;0;0;500
1927;Atentados Terroristas 10-13;2022;abril;88;0;0;0;0;0;0;0;1;2;1;2;4;0;0;0;0;10
1928;Accidentes Aéreos 10-14;2022;abril;88;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1929;Simulacro 10-15;2022;abril;88;1;0;2;0;1;5;4;2;1;1;4;4;1;9;0;3;38
1930;Túnel 10-16;2022;abril;88;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4
1931;Falsa Alarma 6-16;2022;abril;88;0;1;1;3;1;7;51;5;5;4;5;4;1;4;3;0;95
1932;Inundación 10-17;2022;abril;88;0;0;0;0;0;5;4;0;8;1;22;0;0;3;0;0;43
1933;Emergencia Marítima Portuaria 10-18;2022;abril;88;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;3
1934;Incendio 10-30;2022;abril;88;0;1;7;0;0;4;42;2;7;0;0;1;4;15;0;0;83
1935;Emergencia Metro de Santiago 10-19;2022;abril;88;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3
1936;Estructural 10-0;2022;mayo;89;6;35;44;17;45;158;408;133;141;74;236;227;108;199;34;13;1878
1937;Vehículos 10-1;2022;mayo;89;4;9;17;4;15;45;236;18;25;6;36;24;15;26;1;8;489
1938;Pastizales y/o Basura 10-2;2022;mayo;89;20;40;52;23;54;197;437;177;84;67;78;57;30;58;4;3;1381
1939;Rescate de Emergencia 10-3;2022;mayo;89;6;21;19;2;28;141;854;87;40;22;136;88;31;76;2;5;1558
1940;Rescate Vehicular 10-4;2022;mayo;89;36;56;95;59;57;305;617;197;178;69;248;152;90;188;34;17;2398
1941;Haz-Mat 10-5;2022;mayo;89;0;1;12;13;9;54;43;33;13;5;35;22;14;43;4;6;307
1942;Gas 10-6;2022;mayo;89;7;12;39;22;22;84;289;47;37;21;73;46;29;47;4;11;790
1943;Eléctrico 10-7;2022;mayo;89;0;6;15;8;11;33;176;33;15;28;33;13;6;14;3;1;395
1944;No Clasificado 10-8;2022;mayo;89;1;10;11;9;8;61;90;42;41;22;122;23;21;34;9;4;508
1945;Otros Servicios 10-9;2022;mayo;89;3;14;76;30;36;223;268;349;105;151;145;355;94;363;15;24;2251
1946;Escombros 10-10;2022;mayo;89;1;0;4;2;4;20;12;9;7;4;5;9;2;3;0;0;82
1947;Servicio Aéreo 10-11;2022;mayo;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1948;Apoyo a otros Cuerpos 10-12;2022;mayo;89;0;5;0;1;0;30;276;33;4;5;24;30;6;6;0;0;420
1949;Atentados Terroristas 10-13;2022;mayo;89;0;0;0;0;0;1;0;2;0;0;1;1;0;0;0;0;5
1950;Accidentes Aéreos 10-14;2022;mayo;89;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
1951;Simulacro 10-15;2022;mayo;89;2;3;1;0;1;5;8;2;10;1;7;18;6;6;0;0;70
1952;Túnel 10-16;2022;mayo;89;0;0;0;0;0;0;1;1;0;0;3;0;0;0;1;0;6
1953;Falsa Alarma 6-16;2022;mayo;89;0;0;1;2;0;11;38;5;2;0;4;8;4;10;1;3;89
1954;Inundación 10-17;2022;mayo;89;0;0;0;0;0;0;0;1;0;0;12;4;0;3;0;0;20
1955;Emergencia Marítima Portuaria 10-18;2022;mayo;89;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;8
1956;Incendio 10-30;2022;mayo;89;3;1;3;0;0;1;45;2;5;0;0;1;4;19;0;0;84
1957;Emergencia Metro de Santiago 10-19;2022;mayo;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1958;Estructural 10-0;2022;Junio;90;2;35;29;16;27;164;410;131;178;118;232;215;104;259;40;21;1981
1959;Vehículos 10-1;2022;Junio;90;5;5;8;5;22;39;244;24;22;7;33;22;8;17;2;3;466
1960;Pastizales y/o Basura 10-2;2022;Junio;90;18;20;52;22;43;183;361;108;31;17;16;10;6;59;5;10;961
1961;Rescate de Emergencia 10-3;2022;Junio;90;9;21;19;5;25;123;912;91;53;46;101;98;9;73;2;1;1588
1962;Rescate Vehicular 10-4;2022;Junio;90;31;28;93;39;78;314;588;206;164;75;205;132;83;157;39;15;2247
1963;Haz-Mat 10-5;2022;Junio;90;0;3;10;8;2;47;47;36;13;8;31;24;15;43;4;2;293
1964;Gas 10-6;2022;Junio;90;2;17;48;22;30;77;343;41;36;25;89;48;20;43;12;10;863
1965;Eléctrico 10-7;2022;Junio;90;1;3;12;6;14;45;296;39;13;13;34;20;12;11;3;2;524
1966;No Clasificado 10-8;2022;Junio;90;3;9;7;9;14;155;84;53;56;31;125;23;27;37;4;6;643
1967;Otros Servicios 10-9;2022;Junio;90;1;12;87;48;59;236;277;417;111;149;105;458;166;344;12;29;2511
1968;Escombros 10-10;2022;Junio;90;0;0;1;0;1;34;12;4;4;1;5;5;0;7;0;1;75
1969;Servicio Aéreo 10-11;2022;Junio;90;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1970;Apoyo a otros Cuerpos 10-12;2022;Junio;90;0;0;5;1;3;16;253;41;8;5;11;53;13;3;0;0;412
1971;Atentados Terroristas 10-13;2022;Junio;90;0;0;0;0;0;2;0;1;0;0;0;1;2;0;0;0;6
1972;Accidentes Aéreos 10-14;2022;Junio;90;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1973;Simulacro 10-15;2022;Junio;90;2;2;12;1;2;4;9;0;6;2;2;6;4;8;1;0;61
1974;Túnel 10-16;2022;Junio;90;0;0;0;0;0;1;2;0;0;0;10;0;0;0;0;0;13
1975;Falsa Alarma 6-16;2022;Junio;90;4;1;1;0;4;6;21;8;3;7;4;12;3;5;1;0;80
1976;Inundación 10-17;2022;Junio;90;0;0;0;0;1;5;1;0;6;2;30;18;10;10;0;0;83
1977;Emergencia Marítima Portuaria 10-18;2022;Junio;90;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4
1978;Incendio 10-30;2022;Junio;90;0;3;1;1;1;0;42;2;9;0;1;0;1;22;0;0;83
1979;Emergencia Metro de Santiago 10-19;2022;Junio;90;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
1980;Estructural 10-0;2022;Julio;91;7;38;41;21;29;171;415;142;170;73;235;217;97;243;31;32;1962
1981;Vehículos 10-1;2022;Julio;91;4;15;7;4;16;41;232;18;15;10;37;22;12;18;3;5;459
1982;Pastizales y/o Basura 10-2;2022;Julio;91;11;15;44;22;30;96;218;75;23;6;7;3;9;34;1;2;596
